Date,Time,Product Name,Unit Price,Quantity Sold,Revenue,Store Name,Sales Campaign
2023-02-04,09:29:29,Washing Machine,857.45,5,4287.26,"Wilson, Phillips and Summers Store",Summer Sale
2024-07-20,04:17:31,Refrigerator,663.71,3,1991.12,"Mathews, Miller and Webb Store",
2024-06-14,08:00:48,Smartphone,1153.45,5,5767.25,"Wilson, Richardson and Franklin Store",Summer Sale
2024-02-09,18:40:16,Puzzle,529.62,1,529.62,"Mathews, Weeks and Thomas Store",
2024-06-06,15:25:44,Action Figure,429.79,5,2148.94,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-07-10,10:20:07,Doll,785.9,5,3929.51,"Wilson, Phillips and Summers Store",
2023-04-08,07:50:20,Dress,381.0,5,1904.98,"Osborne, Nelson and Gates Store",Summer Sale
2024-09-28,16:52:11,Microwave,496.52,3,1489.55,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-01-12,13:18:35,Smartwatch,552.55,5,2762.73,Lewis LLC Store,
2023-11-03,13:52:33,Jeans,868.18,5,4340.9,"Ramirez, Marshall and West Store",10% off Black Friday
2024-04-05,09:18:43,Washing Machine,814.7,5,4073.48,"Wilson, Richardson and Franklin Store",10% off Black Friday
2024-05-16,03:24:27,Children's Books,1151.84,3,3455.53,Norris-Nelson Store,
2023-12-16,22:44:51,T-shirt,881.52,12,10578.25,"Mathews, Miller and Webb Store",Summer Sale
2023-11-16,20:42:07,Smartphone,1096.79,1,1096.79,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-10-13,13:52:23,Textbooks,601.66,2,1203.32,"Wilson, Phillips and Summers Store",
2023-09-13,07:56:29,Microwave,197.44,3,592.33,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-06-25,12:24:43,Headphones,475.64,2,951.29,"Mathews, Weeks and Thomas Store",Summer Sale
2024-12-03,13:09:56,Headphones,579.52,2,1159.04,"Hamilton, Barnes and Hale Store",
2024-07-04,06:42:51,Puzzle,611.05,5,3055.27,Norris-Nelson Store,10% off Black Friday
2025-01-10,19:46:53,Smartwatch,577.37,1,577.37,Lewis LLC Store,Summer Sale
2024-04-03,12:10:32,Jeans,623.26,5,3116.32,Lewis LLC Store,
2023-10-22,14:05:47,Doll,567.61,4,2270.42,"Mathews, Miller and Webb Store",Summer Sale
2024-06-20,12:37:21,Puzzle,406.34,3,1219.03,"Jones, Terrell and Reynolds Store",Summer Sale
2023-11-22,11:14:47,Dress,261.63,19,4971.06,Lewis LLC Store,Summer Sale
2023-05-19,14:07:06,Action Figure,537.39,5,2686.96,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-06-05,00:47:10,Microwave,223.64,4,894.54,"Jones, Terrell and Reynolds Store",
2024-11-02,23:32:53,Microwave,199.91,11,2198.99,"Jones, Terrell and Reynolds Store",
2023-10-22,18:59:06,Doll,589.38,2,1178.75,Lewis LLC Store,10% off Black Friday
2023-02-10,08:05:54,Smartphone,586.91,4,2347.64,"Hamilton, Barnes and Hale Store",
2023-09-19,18:47:07,Puzzle,1348.03,2,2696.07,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-11-01,20:42:16,Dress,265.35,9,2388.17,"Ramirez, Marshall and West Store",10% off Black Friday
2023-07-10,10:56:03,Vacuum Cleaner,701.33,4,2805.34,"Mathews, Weeks and Thomas Store",Summer Sale
2024-09-04,01:57:18,Laptop,499.17,2,998.34,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-04-09,18:48:13,Smartwatch,576.19,4,2304.77,Norris-Nelson Store,Summer Sale
2024-12-23,01:17:22,Microwave,250.55,17,4259.32,"Wilson, Richardson and Franklin Store",Summer Sale
2024-02-07,19:47:50,Refrigerator,586.74,3,1760.22,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-09-27,08:15:12,Fiction,582.19,1,582.19,Norris-Nelson Store,
2023-05-20,20:47:42,T-shirt,903.45,1,903.45,"Mathews, Miller and Webb Store",Summer Sale
2023-07-18,23:04:10,Children's Books,621.31,2,1242.63,"Mathews, Miller and Webb Store",
2023-06-20,20:54:10,Vacuum Cleaner,465.42,5,2327.1,"Mathews, Miller and Webb Store",
2023-06-20,21:25:15,Washing Machine,720.62,4,2882.48,"Hamilton, Barnes and Hale Store",Summer Sale
2023-02-12,17:50:46,Vacuum Cleaner,450.71,4,1802.83,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-02-14,07:38:08,Action Figure,358.45,3,1075.34,"Ramirez, Marshall and West Store",10% off Black Friday
2024-02-03,20:03:22,Action Figure,604.25,2,1208.49,"Ramirez, Marshall and West Store",
2024-07-16,17:04:45,Tablet,565.18,4,2260.73,"Hamilton, Barnes and Hale Store",
2023-11-24,16:39:32,Children's Books,429.57,1,429.57,Norris-Nelson Store,Summer Sale
2024-10-19,10:55:43,Textbooks,645.13,5,3225.64,Lewis LLC Store,Summer Sale
2024-09-08,09:22:33,Puzzle,831.99,4,3327.95,"Ramirez, Marshall and West Store",10% off Black Friday
2024-09-02,19:07:23,Dress,405.91,3,1217.72,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-12-04,07:41:23,Microwave,208.21,7,1457.45,"Hamilton, Barnes and Hale Store",
2024-03-02,13:16:23,Doll,653.18,1,653.18,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-05-30,15:23:51,Fiction,640.77,2,1281.53,"Mathews, Weeks and Thomas Store",Summer Sale
2023-09-23,06:07:06,Tablet,488.57,2,977.14,"Ramirez, Marshall and West Store",10% off Black Friday
2024-02-29,14:50:07,Microwave,345.24,1,345.24,"Wilson, Phillips and Summers Store",10% off Black Friday
2024-12-16,11:49:05,Textbooks,142.65,7,998.54,Lewis LLC Store,
2024-03-30,10:48:27,Vacuum Cleaner,836.11,2,1672.22,Norris-Nelson Store,
2024-07-09,04:35:40,Board Game,1022.76,5,5113.8,"Ramirez, Marshall and West Store",Summer Sale
2024-08-04,19:50:31,Doll,627.18,2,1254.36,Lewis LLC Store,
2025-01-22,16:55:44,Vacuum Cleaner,689.1,5,3445.5,"Mathews, Miller and Webb Store",10% off Black Friday
2024-11-14,00:16:24,Refrigerator,90.08,11,990.92,"Wilson, Phillips and Summers Store",
2023-05-11,16:43:06,Board Game,453.99,5,2269.96,"Wilson, Phillips and Summers Store",10% off Black Friday
2024-06-06,03:18:23,Textbooks,134.66,1,134.66,"Osborne, Nelson and Gates Store",Summer Sale
2025-01-31,10:24:17,Textbooks,402.66,2,805.32,Norris-Nelson Store,10% off Black Friday
2024-02-04,14:41:43,Laptop,1076.46,4,4305.83,"Jones, Terrell and Reynolds Store",Summer Sale
2023-12-12,05:36:56,Tablet,459.02,20,9180.31,"Wilson, Phillips and Summers Store",Summer Sale
2025-01-29,02:53:01,Non-Fiction,598.42,5,2992.11,"Ramirez, Marshall and West Store",10% off Black Friday
2023-10-27,05:45:15,Jeans,678.51,1,678.51,"Jones, Terrell and Reynolds Store",10% off Black Friday
2023-04-05,21:59:44,Fiction,284.94,5,1424.71,"Wilson, Richardson and Franklin Store",
2023-04-03,00:15:33,Non-Fiction,900.89,5,4504.46,"Hamilton, Barnes and Hale Store",
2023-07-24,14:34:33,Jacket,500.22,2,1000.43,"Mathews, Miller and Webb Store",
2023-06-26,19:50:00,Smartwatch,530.44,1,530.44,Norris-Nelson Store,
2024-10-16,16:04:04,Doll,683.15,3,2049.44,Lewis LLC Store,
2023-10-30,06:40:25,Children's Books,485.07,1,485.07,"Osborne, Nelson and Gates Store",Summer Sale
2023-10-28,19:37:23,Smartwatch,373.21,2,746.42,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-11-21,00:27:53,Jeans,780.13,5,3900.66,Norris-Nelson Store,10% off Black Friday
2024-11-27,00:46:57,Vacuum Cleaner,474.24,17,8062.04,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-04-19,02:50:04,Puzzle,663.72,4,2654.87,"Ramirez, Marshall and West Store",
2024-02-11,04:53:23,T-shirt,942.07,5,4710.37,"Wilson, Phillips and Summers Store",Summer Sale
2023-08-14,16:09:08,Laptop,1026.83,2,2053.67,"Jones, Terrell and Reynolds Store",
2023-05-10,21:44:39,Action Figure,306.63,3,919.9,"Mathews, Miller and Webb Store",10% off Black Friday
2023-05-25,13:45:04,Textbooks,583.46,2,1166.92,Lewis LLC Store,
2025-01-08,08:54:01,Children's Books,637.21,5,3186.03,"Wilson, Phillips and Summers Store",Summer Sale
2023-08-10,03:48:20,Smartwatch,270.21,1,270.21,"Ramirez, Marshall and West Store",
2024-07-01,16:48:06,Jeans,888.07,5,4440.35,"Osborne, Nelson and Gates Store",
2023-12-20,20:31:47,Vacuum Cleaner,488.77,16,7820.27,"Jones, Terrell and Reynolds Store",Summer Sale
2023-04-22,20:55:51,Doll,849.11,5,4245.56,Lewis LLC Store,
2024-05-17,06:09:25,Dress,298.07,5,1490.37,"Wilson, Richardson and Franklin Store",Summer Sale
2024-11-02,23:19:41,Board Game,1090.51,18,19629.26,"Mathews, Weeks and Thomas Store",Summer Sale
2024-06-12,07:10:48,Textbooks,352.83,2,705.66,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-06-12,19:40:58,T-shirt,1063.27,1,1063.27,"Ramirez, Marshall and West Store",10% off Black Friday
2023-10-10,06:40:06,Dress,496.55,5,2482.76,"Osborne, Nelson and Gates Store",10% off Black Friday
2024-07-15,18:55:18,Tablet,687.12,5,3435.58,"Hamilton, Barnes and Hale Store",10% off Black Friday
2025-01-15,22:18:08,Refrigerator,244.15,1,244.15,"Wilson, Phillips and Summers Store",
2023-08-24,22:32:36,Refrigerator,409.58,4,1638.33,"Wilson, Richardson and Franklin Store",
2024-03-31,00:45:40,Non-Fiction,577.5,1,577.5,"Osborne, Nelson and Gates Store",Summer Sale
2024-12-17,13:43:52,Headphones,539.63,12,6475.59,"Mathews, Miller and Webb Store",Summer Sale
2024-07-25,11:36:57,Doll,511.14,3,1533.42,"Jones, Terrell and Reynolds Store",
2023-03-28,04:57:06,Smartphone,475.88,4,1903.51,"Wilson, Richardson and Franklin Store",10% off Black Friday
2024-10-05,12:06:39,Doll,816.51,4,3266.04,Norris-Nelson Store,10% off Black Friday
2024-07-25,16:34:47,Tablet,807.22,1,807.22,"Jones, Terrell and Reynolds Store",10% off Black Friday
2023-11-01,07:47:14,Microwave,374.75,1,374.75,"Ramirez, Marshall and West Store",Summer Sale
2023-02-07,01:56:25,Shoes,1267.33,4,5069.31,Norris-Nelson Store,10% off Black Friday
2024-01-24,09:11:52,Refrigerator,78.33,4,313.33,"Ramirez, Marshall and West Store",
2023-11-18,04:58:20,Microwave,184.18,18,3315.28,"Mathews, Weeks and Thomas Store",
2023-09-03,03:27:47,Jeans,455.11,2,910.22,Norris-Nelson Store,
2024-11-11,01:40:54,Puzzle,1333.07,6,7998.4,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-04-01,11:37:31,Jeans,704.29,1,704.29,Norris-Nelson Store,
2024-07-26,20:49:33,Smartwatch,422.08,4,1688.31,"Hamilton, Barnes and Hale Store",
2024-03-01,17:28:54,Board Game,660.28,4,2641.12,Lewis LLC Store,Summer Sale
2023-03-31,03:14:38,Laptop,994.13,1,994.13,"Mathews, Weeks and Thomas Store",
2023-08-19,13:43:55,Washing Machine,499.94,1,499.94,"Mathews, Miller and Webb Store",Summer Sale
2023-03-18,13:37:33,Microwave,345.0,4,1379.99,"Mathews, Miller and Webb Store",10% off Black Friday
2023-08-20,02:17:25,Headphones,561.11,5,2805.56,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-09-12,01:34:05,Jacket,740.44,3,2221.32,"Mathews, Miller and Webb Store",Summer Sale
2024-12-23,04:00:50,Refrigerator,575.89,11,6334.83,"Ramirez, Marshall and West Store",10% off Black Friday
2024-03-01,15:15:08,Non-Fiction,560.67,4,2242.68,"Wilson, Phillips and Summers Store",10% off Black Friday
2024-05-11,16:04:22,Children's Books,1010.57,5,5052.85,Norris-Nelson Store,
2024-06-11,18:52:30,Smartphone,1167.74,1,1167.74,"Osborne, Nelson and Gates Store",Summer Sale
2023-09-24,17:36:31,Fiction,187.2,1,187.2,Lewis LLC Store,Summer Sale
2024-12-22,06:05:58,Action Figure,305.21,15,4578.1,"Mathews, Miller and Webb Store",10% off Black Friday
2024-11-11,05:17:34,Shoes,436.81,9,3931.31,Lewis LLC Store,10% off Black Friday
2023-10-26,02:04:32,Shoes,876.41,1,876.41,Norris-Nelson Store,
2024-11-19,03:05:09,Jacket,536.25,20,10725.02,"Wilson, Richardson and Franklin Store",10% off Black Friday
2024-08-19,18:05:59,Puzzle,1025.45,5,5127.27,"Mathews, Miller and Webb Store",10% off Black Friday
2023-04-30,18:42:08,T-shirt,951.19,5,4755.93,"Ramirez, Marshall and West Store",10% off Black Friday
2025-01-21,16:24:43,Refrigerator,653.63,2,1307.27,"Mathews, Miller and Webb Store",Summer Sale
2023-11-06,00:23:37,Dress,386.98,3,1160.94,"Hamilton, Barnes and Hale Store",
2023-06-24,00:10:07,Smartphone,1077.18,2,2154.37,"Hamilton, Barnes and Hale Store",Summer Sale
2024-03-02,19:59:40,Smartwatch,397.23,5,1986.16,"Wilson, Phillips and Summers Store",
2023-12-03,09:09:21,Doll,640.74,17,10892.5,Lewis LLC Store,
2024-04-02,23:43:08,Vacuum Cleaner,466.87,5,2334.36,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-10-13,08:35:49,Doll,565.48,5,2827.41,"Osborne, Nelson and Gates Store",
2024-09-20,03:28:14,Headphones,557.14,2,1114.29,Norris-Nelson Store,
2024-06-04,12:48:22,Action Figure,500.27,1,500.27,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-02-19,08:14:35,Shoes,809.48,5,4047.42,"Osborne, Nelson and Gates Store",Summer Sale
2023-03-28,04:25:10,Washing Machine,624.4,4,2497.6,"Wilson, Phillips and Summers Store",
2023-03-10,03:46:50,Action Figure,657.91,3,1973.72,"Ramirez, Marshall and West Store",
2024-12-01,16:21:19,Jacket,494.03,1,494.03,"Osborne, Nelson and Gates Store",10% off Black Friday
2023-11-16,14:54:51,T-shirt,1074.02,3,3222.07,Lewis LLC Store,10% off Black Friday
2023-12-09,19:34:56,Action Figure,460.89,6,2765.32,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-03-04,22:07:35,Tablet,418.51,2,837.03,"Wilson, Richardson and Franklin Store",
2024-09-14,11:52:22,Children's Books,1329.66,5,6648.28,"Osborne, Nelson and Gates Store",Summer Sale
2023-08-16,17:00:29,Non-Fiction,737.63,4,2950.51,Lewis LLC Store,10% off Black Friday
2023-06-05,21:05:35,Board Game,1156.59,2,2313.18,"Mathews, Miller and Webb Store",Summer Sale
2023-03-27,20:31:31,Action Figure,397.98,1,397.98,"Jones, Terrell and Reynolds Store",
2024-10-15,19:28:33,Smartphone,1006.81,3,3020.42,"Wilson, Richardson and Franklin Store",10% off Black Friday
2024-01-27,21:47:41,Jeans,586.12,1,586.12,"Wilson, Phillips and Summers Store",Summer Sale
2023-07-28,00:54:26,Jacket,857.9,4,3431.6,Norris-Nelson Store,Summer Sale
2024-01-01,08:22:39,Jeans,604.07,5,3020.37,Norris-Nelson Store,
2024-08-30,14:18:19,Shoes,504.14,2,1008.28,"Wilson, Richardson and Franklin Store",
2023-03-04,17:46:44,Laptop,1137.73,2,2275.46,"Mathews, Miller and Webb Store",10% off Black Friday
2024-03-20,01:06:17,Refrigerator,348.53,5,1742.63,"Ramirez, Marshall and West Store",Summer Sale
2023-07-18,06:03:27,Puzzle,406.15,2,812.29,"Ramirez, Marshall and West Store",Summer Sale
2023-07-08,03:35:08,T-shirt,495.37,3,1486.12,"Wilson, Phillips and Summers Store",Summer Sale
2024-04-06,19:15:02,Shoes,357.69,5,1788.43,"Wilson, Richardson and Franklin Store",
2023-06-12,19:11:54,Shoes,504.54,4,2018.16,Norris-Nelson Store,10% off Black Friday
2023-04-09,14:04:33,Fiction,561.47,2,1122.94,"Hamilton, Barnes and Hale Store",Summer Sale
2024-12-26,14:15:54,Action Figure,771.78,20,15435.58,"Ramirez, Marshall and West Store",10% off Black Friday
2023-03-23,18:34:37,Smartphone,536.53,3,1609.59,"Hamilton, Barnes and Hale Store",Summer Sale
2024-04-15,00:03:01,Puzzle,304.96,4,1219.85,"Ramirez, Marshall and West Store",Summer Sale
2024-05-16,04:26:41,Board Game,98.28,4,393.11,"Mathews, Miller and Webb Store",Summer Sale
2024-03-12,20:27:31,Laptop,952.87,3,2858.62,"Mathews, Miller and Webb Store",10% off Black Friday
2023-11-22,23:34:53,Board Game,838.53,11,9223.79,Lewis LLC Store,10% off Black Friday
2024-07-03,04:00:36,Puzzle,1118.39,3,3355.17,"Osborne, Nelson and Gates Store",
2023-02-28,14:33:12,Tablet,707.3,3,2121.91,"Wilson, Richardson and Franklin Store",
2024-09-10,10:04:47,Vacuum Cleaner,720.73,2,1441.46,"Osborne, Nelson and Gates Store",Summer Sale
2025-01-22,02:18:39,Microwave,291.35,5,1456.74,"Ramirez, Marshall and West Store",Summer Sale
2024-02-10,22:47:40,Non-Fiction,424.0,3,1271.99,"Ramirez, Marshall and West Store",
2023-05-06,15:57:43,Smartwatch,390.26,2,780.52,Norris-Nelson Store,10% off Black Friday
2024-09-04,13:56:28,Headphones,306.29,2,612.58,"Ramirez, Marshall and West Store",10% off Black Friday
2024-10-20,05:54:00,Jacket,775.81,1,775.81,"Osborne, Nelson and Gates Store",
2023-10-05,05:56:58,Jacket,883.91,5,4419.54,"Osborne, Nelson and Gates Store",10% off Black Friday
2024-03-20,13:27:21,Vacuum Cleaner,409.22,1,409.22,"Ramirez, Marshall and West Store",
2024-12-22,03:06:46,Washing Machine,992.68,11,10919.53,Norris-Nelson Store,Summer Sale
2023-02-06,00:23:10,Headphones,693.35,4,2773.4,"Wilson, Phillips and Summers Store",Summer Sale
2024-04-07,12:53:38,Fiction,155.47,3,466.4,"Ramirez, Marshall and West Store",Summer Sale
2023-04-28,21:06:13,Fiction,151.67,1,151.67,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-02-07,17:10:59,Smartphone,846.02,2,1692.05,"Osborne, Nelson and Gates Store",
2023-02-11,16:18:37,Refrigerator,574.35,2,1148.7,"Jones, Terrell and Reynolds Store",
2025-01-20,12:41:19,Doll,905.1,1,905.1,"Hamilton, Barnes and Hale Store",
2024-05-03,17:02:08,Non-Fiction,868.81,2,1737.61,"Wilson, Richardson and Franklin Store",
2023-07-20,11:32:51,Headphones,296.66,4,1186.65,"Jones, Terrell and Reynolds Store",Summer Sale
2023-09-08,18:46:11,Smartwatch,341.18,5,1705.9,"Wilson, Richardson and Franklin Store",Summer Sale
2023-02-26,11:59:38,Jacket,622.59,1,622.59,"Mathews, Miller and Webb Store",
2024-03-08,14:19:57,T-shirt,561.2,4,2244.78,"Mathews, Weeks and Thomas Store",
2024-02-06,06:38:14,T-shirt,1078.12,1,1078.12,"Osborne, Nelson and Gates Store",
2023-09-14,10:43:50,Headphones,287.78,2,575.56,Lewis LLC Store,10% off Black Friday
2023-03-24,17:34:46,Washing Machine,431.17,1,431.17,"Hamilton, Barnes and Hale Store",
2024-07-31,03:08:38,Laptop,740.6,4,2962.4,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-11-29,22:47:48,Shoes,424.5,9,3820.49,Lewis LLC Store,10% off Black Friday
2023-04-06,15:55:35,Puzzle,1220.04,5,6100.21,"Wilson, Phillips and Summers Store",Summer Sale
2024-10-28,23:29:17,Washing Machine,1028.33,1,1028.33,Norris-Nelson Store,10% off Black Friday
2023-04-22,12:36:54,T-shirt,1143.82,5,5719.08,"Osborne, Nelson and Gates Store",10% off Black Friday
2024-07-02,03:39:17,Textbooks,182.27,2,364.54,Norris-Nelson Store,10% off Black Friday
2023-06-05,18:50:05,Smartphone,546.52,3,1639.57,"Ramirez, Marshall and West Store",
2024-03-21,16:36:03,Smartwatch,633.24,1,633.24,"Jones, Terrell and Reynolds Store",
2024-03-30,01:21:31,Laptop,746.3,5,3731.51,"Wilson, Richardson and Franklin Store",Summer Sale
2024-11-23,13:41:45,Doll,599.2,3,1797.6,"Hamilton, Barnes and Hale Store",Summer Sale
2023-11-22,23:54:18,Non-Fiction,555.51,15,8332.58,Lewis LLC Store,
2023-03-11,21:01:40,Board Game,421.48,2,842.97,"Ramirez, Marshall and West Store",10% off Black Friday
2023-07-14,13:53:00,Headphones,424.23,4,1696.91,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-12-05,01:37:10,Board Game,756.6,9,6809.4,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-05-14,22:03:00,Dress,157.12,3,471.36,"Jones, Terrell and Reynolds Store",Summer Sale
2024-12-30,17:29:08,Jacket,708.89,16,11342.25,"Hamilton, Barnes and Hale Store",
2024-10-26,04:58:14,Headphones,637.32,5,3186.6,Norris-Nelson Store,10% off Black Friday
2025-01-20,19:10:12,Vacuum Cleaner,840.52,3,2521.57,Norris-Nelson Store,10% off Black Friday
2023-09-09,06:47:55,Jacket,880.75,1,880.75,"Mathews, Weeks and Thomas Store",Summer Sale
2025-01-11,12:26:25,Textbooks,146.19,5,730.96,"Wilson, Phillips and Summers Store",
2023-10-27,19:12:55,Textbooks,138.26,3,414.78,"Mathews, Miller and Webb Store",Summer Sale
2023-10-06,18:24:29,Smartphone,499.17,1,499.17,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-03-11,10:03:31,Jacket,779.55,2,1559.1,"Osborne, Nelson and Gates Store",
2024-02-13,15:06:13,Laptop,938.22,5,4691.1,"Mathews, Miller and Webb Store",Summer Sale
2023-07-05,22:21:28,Action Figure,296.77,3,890.31,Norris-Nelson Store,10% off Black Friday
2024-02-06,16:24:41,Board Game,950.56,4,3802.23,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-05-13,06:01:54,Microwave,369.33,1,369.33,"Osborne, Nelson and Gates Store",Summer Sale
2024-12-12,10:14:10,Dress,261.64,17,4447.86,"Mathews, Miller and Webb Store",Summer Sale
2024-05-15,10:50:00,Non-Fiction,588.67,1,588.67,"Ramirez, Marshall and West Store",
2024-01-20,03:05:25,Refrigerator,314.78,5,1573.92,"Mathews, Miller and Webb Store",
2023-07-31,05:06:29,Action Figure,471.12,5,2355.58,"Mathews, Miller and Webb Store",10% off Black Friday
2024-02-20,00:44:39,Doll,801.26,4,3205.03,Lewis LLC Store,
2024-06-01,04:51:51,Refrigerator,374.08,1,374.08,"Ramirez, Marshall and West Store",Summer Sale
2023-11-13,00:16:32,Non-Fiction,839.1,13,10908.3,Lewis LLC Store,
2024-01-23,15:25:18,Jeans,672.78,5,3363.92,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-06-05,22:33:19,Board Game,936.24,2,1872.48,Lewis LLC Store,Summer Sale
2025-01-07,00:10:59,Headphones,618.24,3,1854.71,"Wilson, Richardson and Franklin Store",
2023-05-08,20:29:53,Fiction,504.2,2,1008.4,"Mathews, Miller and Webb Store",10% off Black Friday
2024-09-14,21:16:12,Textbooks,187.46,3,562.39,Lewis LLC Store,10% off Black Friday
2023-11-21,19:06:33,Smartphone,1065.25,5,5326.27,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-03-19,11:58:38,Jeans,315.56,5,1577.78,"Mathews, Miller and Webb Store",
2024-01-27,17:18:24,Dress,420.75,5,2103.77,"Mathews, Miller and Webb Store",10% off Black Friday
2024-08-25,11:58:06,Non-Fiction,884.67,5,4423.34,"Mathews, Weeks and Thomas Store",
2023-10-09,19:44:14,Vacuum Cleaner,553.12,5,2765.6,"Mathews, Miller and Webb Store",Summer Sale
2023-04-23,13:02:09,Smartphone,536.79,2,1073.57,"Osborne, Nelson and Gates Store",10% off Black Friday
2023-07-17,04:59:07,Smartphone,590.46,1,590.46,"Mathews, Miller and Webb Store",10% off Black Friday
2023-11-19,12:28:59,Tablet,683.71,7,4785.98,"Mathews, Weeks and Thomas Store",Summer Sale
2023-08-16,14:02:57,Puzzle,932.2,3,2796.61,"Osborne, Nelson and Gates Store",
2024-09-06,05:10:02,Smartphone,1013.01,2,2026.02,"Ramirez, Marshall and West Store",Summer Sale
2023-10-25,07:37:14,Tablet,350.83,4,1403.31,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-04-19,17:23:12,Vacuum Cleaner,450.94,3,1352.81,"Wilson, Phillips and Summers Store",Summer Sale
2024-02-08,13:03:43,Fiction,329.34,1,329.34,"Osborne, Nelson and Gates Store",
2024-02-12,11:07:04,Refrigerator,393.26,4,1573.03,"Jones, Terrell and Reynolds Store",Summer Sale
2023-04-15,16:00:47,Puzzle,1195.47,4,4781.88,Lewis LLC Store,
2024-01-07,21:27:06,Dress,280.37,3,841.12,"Jones, Terrell and Reynolds Store",Summer Sale
2023-10-07,23:37:51,Jeans,1190.1,1,1190.1,"Ramirez, Marshall and West Store",
2023-04-03,05:25:11,Refrigerator,113.08,5,565.38,"Wilson, Phillips and Summers Store",Summer Sale
2023-02-11,05:22:59,Dress,452.86,5,2264.3,"Hamilton, Barnes and Hale Store",Summer Sale
2023-09-06,22:27:25,Laptop,513.62,2,1027.24,"Wilson, Richardson and Franklin Store",
2024-11-05,00:36:36,Children's Books,484.37,6,2906.23,"Jones, Terrell and Reynolds Store",Summer Sale
2024-12-20,02:33:27,Jeans,305.19,16,4883.08,"Wilson, Richardson and Franklin Store",10% off Black Friday
2023-06-29,20:56:28,Board Game,616.1,1,616.1,Norris-Nelson Store,Summer Sale
2024-10-06,16:31:06,Textbooks,435.05,5,2175.27,Lewis LLC Store,
2024-09-18,02:59:52,Laptop,1148.74,3,3446.21,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-06-15,16:49:16,Headphones,313.56,4,1254.25,"Osborne, Nelson and Gates Store",Summer Sale
2024-08-05,16:36:16,Smartphone,902.37,2,1804.75,"Mathews, Weeks and Thomas Store",
2023-08-29,21:45:57,Laptop,689.03,5,3445.15,"Mathews, Weeks and Thomas Store",
2023-08-09,11:43:43,Fiction,195.21,1,195.21,"Wilson, Richardson and Franklin Store",
2023-07-13,17:12:48,Shoes,1051.26,4,4205.05,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-03-21,14:56:54,Smartphone,1046.47,3,3139.42,"Mathews, Weeks and Thomas Store",Summer Sale
2024-04-20,16:40:46,Smartphone,785.3,4,3141.21,"Mathews, Weeks and Thomas Store",
2023-12-15,17:19:26,Vacuum Cleaner,794.11,1,794.11,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-07-19,14:54:37,Shoes,786.83,5,3934.15,"Wilson, Phillips and Summers Store",10% off Black Friday
2024-02-08,01:47:58,Shoes,683.25,4,2733.01,"Mathews, Miller and Webb Store",10% off Black Friday
2024-01-06,06:36:39,Shoes,515.15,3,1545.46,Norris-Nelson Store,
2024-06-11,13:35:43,Fiction,254.2,5,1271.02,Norris-Nelson Store,10% off Black Friday
2024-03-24,11:24:04,Doll,520.38,4,2081.54,"Hamilton, Barnes and Hale Store",
2023-02-06,03:14:01,Dress,135.09,2,270.18,Norris-Nelson Store,
2024-01-28,01:42:52,Headphones,693.81,4,2775.23,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-08-11,13:36:38,Doll,529.1,2,1058.2,"Hamilton, Barnes and Hale Store",
2024-09-15,02:00:02,T-shirt,1073.53,1,1073.53,"Osborne, Nelson and Gates Store",Summer Sale
2023-11-13,12:35:14,Shoes,784.79,4,3139.17,"Jones, Terrell and Reynolds Store",Summer Sale
2024-11-17,15:28:00,Jacket,415.29,12,4983.52,"Jones, Terrell and Reynolds Store",Summer Sale
2023-10-16,08:05:10,Puzzle,1362.54,1,1362.54,"Wilson, Richardson and Franklin Store",10% off Black Friday
2024-08-07,19:05:19,Headphones,477.45,5,2387.23,Norris-Nelson Store,10% off Black Friday
