date,time,product_name,unit_price,quantity,revenue,store_name,sales_campaign
2023-02-11,19:09,Perfume,72.9,10,729.0,Shanghai Store,
2023-05-07,10:56,Yoga Mat,32.97,2,65.94,Houston Store,
2023-08-11,17:30,Jeans,52.99,2,105.98,Chicago Store,
2023-03-31,20:23,Blender,41.5,2,83.0,Chicago Store,
2023-11-09,14:10,Jeans,41.19,9,370.71,Osaka Store,
2023-03-10,15:31,T-Shirt,26.63,4,106.52,Shanghai Store,
2023-09-11,08:25,LEGO Set,64.62,4,258.48,Osaka Store,
2023-03-05,17:46,Organic Coffee,10.45,4,41.8,Osaka Store,
2023-12-06,12:30,Running Shoes,74.33,1,74.33,Sydney Store,
2023-12-12,19:03,T-Shirt,15.26,8,122.08,Osaka Store,
2023-05-15,17:14,Organic Coffee,10.32,10,103.2,Shanghai Store,
2023-07-07,11:11,Organic Coffee,10.0,1,10.0,Phoenix Store,
2023-03-17,20:06,Yoga Mat,18.29,2,36.58,Osaka Store,
2023-03-05,20:17,Winter Jacket,85.19,8,681.52,Shanghai Store,
2023-07-08,17:05,Bestseller Novel,15.57,8,124.56,London Store,
2023-10-28,17:55,Organic Coffee,11.09,8,88.72,Beijing Store,
2023-05-31,13:47,Organic Coffee,8.83,6,52.98,Beijing Store,
2023-10-11,16:45,Jeans,64.88,2,129.76,Berlin Store,
2023-06-17,20:24,Headphones,178.09,4,712.36,Sao Paulo Store,
2023-06-21,18:07,Smartphone,703.37,8,5626.96,Los Angeles Store,
2023-11-23,15:24,T-Shirt,11.69,2,23.38,Chicago Store,
2023-07-12,08:49,Running Shoes,69.59,3,208.77,Los Angeles Store,
2023-11-12,11:52,Cookbook,27.63,1,27.63,Guangzhou Store,
2023-05-17,10:31,T-Shirt,14.12,7,98.84,Beijing Store,
2023-06-06,12:06,Jeans,63.01,5,315.05,Guangzhou Store,
2023-04-17,09:35,Skincare Set,74.89,6,449.34,Osaka Store,
2023-07-10,10:26,LEGO Set,48.2,8,385.6,Guangzhou Store,
2023-11-19,08:43,Cookbook,20.23,7,141.61,Beijing Store,
2023-08-27,14:48,Yoga Mat,34.98,9,314.82,Phoenix Store,Back to School
2023-01-29,18:42,Smartphone,500.11,3,1500.33,Sao Paulo Store,
2023-04-20,17:17,Yoga Mat,18.09,5,90.45,Chicago Store,
2023-12-19,16:28,Bestseller Novel,13.39,6,80.34,Chicago Store,
2023-03-20,13:18,Running Shoes,102.48,9,922.32,Johannesburg Store,
2023-07-10,14:40,T-Shirt,18.02,5,90.1,Manchester Store,
2023-09-09,11:09,Bestseller Novel,21.99,3,65.97,Tokyo Store,
2023-12-30,15:43,Skincare Set,36.44,8,291.52,Beijing Store,
2023-02-06,11:01,Skincare Set,42.76,6,256.56,Hamburg Store,
2023-05-31,20:51,Snack Box,7.49,6,44.94,Tokyo Store,
2023-07-17,16:31,Headphones,214.0,10,2140.0,Houston Store,
2023-05-16,15:28,Board Game,32.94,1,32.94,Delhi Store,
2023-01-01,14:46,Smartphone,898.56,4,3594.24,Shanghai Store,
2023-06-19,17:21,Jeans,56.48,10,564.8,Phoenix Store,
2023-07-26,11:28,T-Shirt,15.69,5,78.45,Guangzhou Store,
2023-04-18,10:23,Jeans,51.23,5,256.15,Shanghai Store,
2023-08-20,16:09,Jeans,40.51,6,243.06,Phoenix Store,
2023-08-26,14:21,Smartphone,931.91,3,2795.73,Sydney Store,
2023-08-11,11:37,Laptop,1299.85,8,10398.8,Shanghai Store,
2023-04-27,14:29,Winter Jacket,129.8,1,129.8,Beijing Store,
2023-11-07,14:41,Headphones,241.29,4,965.16,Melbourne Store,
2023-10-18,09:49,Jeans,46.46,1,46.46,Rio de Janeiro Store,
2023-05-27,18:12,Yoga Mat,29.21,8,233.68,Beijing Store,
2023-10-23,20:31,Board Game,46.45,10,464.5,Beijing Store,
2023-04-15,11:14,Organic Coffee,14.0,8,112.0,Munich Store,
2023-08-15,09:12,Skincare Set,74.84,8,598.72,Beijing Store,
2023-08-31,14:32,Board Game,36.05,2,72.1,Los Angeles Store,
2023-12-10,14:29,Blender,63.35,6,380.1,Shanghai Store,
2023-09-11,08:07,Snack Box,5.32,1,5.32,Chicago Store,
2023-08-06,16:04,Headphones,228.63,1,228.63,Munich Store,
2023-07-15,10:05,Snack Box,8.31,4,33.24,Guangzhou Store,
2023-04-14,20:27,Bestseller Novel,18.9,4,75.6,New York Store,
2023-03-14,09:12,Board Game,40.29,7,282.03,New York Store,
2023-07-10,08:05,Board Game,42.34,10,423.4,Tokyo Store,
2023-12-22,17:47,Blender,42.0,3,126.0,Chicago Store,
2023-08-18,12:46,Bestseller Novel,10.17,2,20.34,Melbourne Store,
2023-09-27,18:54,Organic Coffee,8.61,10,86.1,Tokyo Store,
2023-11-08,12:55,Headphones,66.53,4,266.12,Shanghai Store,
2023-09-08,08:09,Bestseller Novel,16.62,10,166.2,Sydney Store,
2023-03-02,18:36,Headphones,142.1,10,1421.0,Hamburg Store,
2023-01-30,20:56,Snack Box,5.02,7,35.14,Edinburgh Store,
2023-01-16,20:16,Jeans,48.5,6,291.0,Houston Store,
2023-01-19,15:45,Perfume,135.56,9,1220.04,Guangzhou Store,
2023-04-19,19:39,Perfume,109.71,5,548.55,Guangzhou Store,
2023-11-11,16:23,Skincare Set,40.31,10,403.1,Phoenix Store,
2023-12-18,16:51,Bestseller Novel,23.55,2,47.1,New York Store,Holiday Special
2023-12-21,09:41,T-Shirt,27.85,10,278.5,Phoenix Store,
2023-09-25,19:29,Skincare Set,32.71,2,65.42,Beijing Store,
2023-06-22,13:11,Skincare Set,63.81,7,446.67,Hamburg Store,
2023-06-16,13:56,Bestseller Novel,13.07,6,78.42,Guangzhou Store,
2023-06-21,18:20,Cookware Set,140.11,7,980.77,Phoenix Store,
2023-11-02,08:08,Skincare Set,42.27,7,295.89,Osaka Store,
2023-01-15,16:47,Snack Box,5.25,1,5.25,New York Store,
2023-05-13,11:47,T-Shirt,25.25,9,227.25,Guangzhou Store,
2023-05-02,12:01,Running Shoes,79.37,7,555.59,Edinburgh Store,
2023-11-12,09:06,Headphones,244.45,10,2444.5,Sydney Store,
2023-01-23,11:04,Yoga Mat,23.9,7,167.3,Beijing Store,
2023-03-28,14:07,Running Shoes,107.97,8,863.76,Guangzhou Store,
2023-01-16,18:56,Board Game,43.92,9,395.28,Houston Store,
2023-10-02,16:36,Yoga Mat,35.16,7,246.12,Beijing Store,
2023-12-11,14:20,Smartphone,756.86,1,756.86,Guangzhou Store,
2023-09-09,15:29,Snack Box,6.68,1,6.68,Shanghai Store,
2023-04-25,19:12,Headphones,155.46,10,1554.6,Chicago Store,
2023-08-18,10:40,Bestseller Novel,17.24,5,86.2,London Store,
2023-04-23,10:00,Snack Box,7.87,5,39.35,Tokyo Store,
2023-12-21,08:34,LEGO Set,37.01,10,370.1,Guangzhou Store,
2023-07-17,17:54,Jeans,45.19,6,271.14,Houston Store,
2023-08-16,18:35,Board Game,37.12,3,111.36,New York Store,
2023-03-26,08:52,T-Shirt,26.52,2,53.04,Los Angeles Store,
2023-02-26,14:59,Cookware Set,279.17,10,2791.7,Sao Paulo Store,
2023-02-05,20:21,Organic Coffee,9.81,5,49.05,Edinburgh Store,
2023-12-09,14:40,Laptop,1757.22,6,10543.32,Tokyo Store,
2023-11-29,20:39,Smartphone,997.31,2,1994.62,Phoenix Store,
2023-08-18,11:59,Cookbook,26.46,2,52.92,Guangzhou Store,
2023-08-17,18:56,LEGO Set,77.0,7,539.0,Guangzhou Store,
2023-02-28,17:50,Jeans,48.92,7,342.44,Osaka Store,
2023-04-09,14:02,Laptop,1597.75,3,4793.25,Osaka Store,
2023-06-19,20:23,Bestseller Novel,16.21,2,32.42,Chicago Store,Summer Sale
2023-12-12,19:44,Blender,101.91,6,611.46,Mumbai Store,
2023-03-23,16:53,Headphones,211.12,4,844.48,Berlin Store,
2023-04-07,09:26,Organic Coffee,11.64,9,104.76,Guangzhou Store,
2023-12-16,14:36,Skincare Set,40.61,10,406.1,Beijing Store,
2023-10-04,11:19,Jeans,73.64,8,589.12,Houston Store,
2023-06-10,19:40,Organic Coffee,14.54,9,130.86,Beijing Store,
2023-06-26,17:16,Winter Jacket,124.97,1,124.97,Los Angeles Store,
2023-06-30,14:16,Jeans,77.87,4,311.48,New York Store,
2023-09-28,11:24,Jeans,61.08,3,183.24,Beijing Store,
2023-06-15,20:21,Snack Box,6.73,4,26.92,New York Store,
2023-06-19,16:48,Skincare Set,63.64,1,63.64,Houston Store,
2023-10-29,19:26,Perfume,143.68,2,287.36,Osaka Store,
2023-08-20,18:51,Running Shoes,114.81,10,1148.1,Sao Paulo Store,
2023-03-17,17:49,T-Shirt,25.36,4,101.44,Guangzhou Store,
2023-03-22,18:46,Cookbook,31.04,10,310.4,Beijing Store,
2023-04-18,20:06,LEGO Set,94.16,1,94.16,Osaka Store,
2023-11-01,19:43,LEGO Set,62.23,1,62.23,Chicago Store,
2023-08-13,15:43,Cookware Set,204.74,8,1637.92,Manchester Store,
2023-08-16,20:53,Snack Box,6.85,10,68.5,New York Store,
2023-05-01,18:47,LEGO Set,57.73,4,230.92,Shanghai Store,
2023-03-30,14:49,Bestseller Novel,18.47,9,166.23,Phoenix Store,
2023-02-02,19:23,LEGO Set,32.36,1,32.36,Guangzhou Store,
2023-02-13,09:33,Blender,55.53,9,499.77,Phoenix Store,
2023-03-20,13:58,Smartphone,832.16,1,832.16,Phoenix Store,
2023-07-19,12:17,Jeans,77.55,4,310.2,Beijing Store,
2023-01-18,11:20,Organic Coffee,8.19,2,16.38,Rio de Janeiro Store,
2023-12-09,08:53,Blender,102.92,5,514.6,Los Angeles Store,
2023-05-20,16:13,Board Game,21.24,4,84.96,Munich Store,
2023-06-25,11:59,Cookware Set,210.51,5,1052.55,Houston Store,
2023-01-11,19:49,Skincare Set,60.07,9,540.63,New York Store,
2023-12-01,08:55,Running Shoes,67.56,6,405.36,Delhi Store,
2023-07-14,19:12,Snack Box,9.75,4,39.0,Tokyo Store,
2023-07-03,10:22,Winter Jacket,97.56,10,975.6,Munich Store,
2023-08-04,13:44,Perfume,64.81,1,64.81,Houston Store,
2023-04-28,12:05,Laptop,1686.57,9,15179.13,Berlin Store,
2023-01-16,14:57,Jeans,66.23,3,198.69,New York Store,
2023-05-21,10:32,Organic Coffee,11.62,3,34.86,Hamburg Store,
2023-07-03,13:22,Skincare Set,56.08,1,56.08,Beijing Store,
2023-10-25,15:48,Laptop,1606.12,9,14455.08,Phoenix Store,
2023-05-06,10:10,Yoga Mat,38.2,8,305.6,Houston Store,
2023-02-07,11:43,Snack Box,9.85,7,68.95,Mumbai Store,
2023-09-14,18:59,Skincare Set,65.93,2,131.86,London Store,
2023-08-19,09:59,Blender,96.13,10,961.3,Chicago Store,
2023-05-06,16:01,Skincare Set,41.56,4,166.24,New York Store,
2023-05-04,10:08,Yoga Mat,30.86,7,216.02,Beijing Store,
2023-10-10,15:43,Jeans,72.51,7,507.57,Chicago Store,
2023-04-12,10:53,Jeans,68.4,8,547.2,Beijing Store,
2023-12-05,16:09,Cookware Set,141.75,9,1275.75,Sao Paulo Store,
2023-12-18,09:02,Skincare Set,36.13,3,108.39,Osaka Store,
2023-06-18,20:09,Board Game,37.02,4,148.08,Phoenix Store,
2023-05-14,14:31,Running Shoes,76.0,2,152.0,Hamburg Store,
2023-10-18,18:01,Perfume,149.13,4,596.52,Los Angeles Store,
2023-10-03,19:23,Cookware Set,291.03,8,2328.24,Beijing Store,
2023-05-20,16:17,T-Shirt,28.9,2,57.8,Tokyo Store,
2023-04-20,15:17,LEGO Set,33.86,1,33.86,Delhi Store,
2023-08-05,08:23,Jeans,45.33,4,181.32,Rio de Janeiro Store,
2023-10-13,09:07,LEGO Set,72.64,8,581.12,Guangzhou Store,
2023-03-04,10:50,Perfume,85.51,6,513.06,Los Angeles Store,
2023-09-16,19:13,Headphones,169.41,6,1016.46,Beijing Store,
2023-06-23,13:07,T-Shirt,14.94,5,74.7,Houston Store,
2023-05-26,14:16,Winter Jacket,118.01,7,826.07,New York Store,
2023-01-19,10:21,Running Shoes,102.0,7,714.0,Houston Store,
2023-11-06,10:17,LEGO Set,83.31,4,333.24,Houston Store,
2023-02-19,15:37,Cookbook,33.93,6,203.58,Shanghai Store,
2023-01-23,14:09,T-Shirt,29.03,3,87.09,Sao Paulo Store,
2023-05-21,15:47,Bestseller Novel,22.6,7,158.2,Beijing Store,
2023-06-20,08:38,Jeans,54.04,7,378.28,London Store,Summer Sale
2023-03-22,13:04,Winter Jacket,149.88,1,149.88,Tokyo Store,
2023-07-26,20:25,Headphones,67.41,10,674.1,Shanghai Store,
2023-09-05,19:38,Organic Coffee,10.78,8,86.24,Los Angeles Store,
2023-02-12,12:29,Winter Jacket,145.93,3,437.79,Beijing Store,
2023-03-30,09:05,Headphones,59.11,3,177.33,Mumbai Store,
2023-04-16,10:00,Running Shoes,118.03,3,354.09,Phoenix Store,
2023-07-07,16:56,T-Shirt,13.38,1,13.38,New York Store,
2023-03-24,09:41,Skincare Set,69.39,7,485.73,Beijing Store,
2023-11-25,10:06,Yoga Mat,19.79,9,178.11,Osaka Store,
2023-09-13,18:59,Smartphone,641.42,6,3848.52,Houston Store,
2023-11-14,19:15,Running Shoes,106.28,1,106.28,Chicago Store,
2023-09-18,11:55,Bestseller Novel,17.41,8,139.28,Munich Store,
2023-04-06,18:04,Cookbook,33.97,2,67.94,Hamburg Store,
2023-08-21,19:18,Headphones,168.42,7,1178.94,Sao Paulo Store,
2023-02-20,17:11,Snack Box,7.39,8,59.12,Phoenix Store,
2023-08-09,15:50,Yoga Mat,15.15,6,90.9,Chicago Store,
2023-06-03,14:18,Winter Jacket,110.74,3,332.22,Beijing Store,
2023-11-26,19:41,Running Shoes,106.84,5,534.2,Phoenix Store,
2023-05-29,14:26,T-Shirt,13.03,2,26.06,Los Angeles Store,
2023-10-27,16:38,Yoga Mat,32.48,9,292.32,Los Angeles Store,
2023-07-04,14:31,Bestseller Novel,20.0,3,60.0,Phoenix Store,
2023-11-06,11:40,Smartphone,529.67,5,2648.35,Houston Store,
2023-03-08,16:13,Jeans,69.74,10,697.4,Manchester Store,
2023-07-09,08:36,Yoga Mat,22.01,1,22.01,Sydney Store,
2023-04-21,19:03,T-Shirt,26.38,5,131.9,Houston Store,
2023-06-06,18:49,Running Shoes,95.65,2,191.3,Hamburg Store,
2023-01-01,19:51,Headphones,57.44,7,402.08,Tokyo Store,
2023-02-27,15:14,Headphones,145.61,3,436.83,New York Store,
2023-03-27,16:53,Winter Jacket,111.1,1,111.1,Sydney Store,
2023-08-08,08:49,Board Game,28.83,4,115.32,Shanghai Store,
2023-07-23,15:26,Organic Coffee,8.88,8,71.04,Houston Store,
2023-02-06,15:19,Board Game,49.87,1,49.87,Beijing Store,
2023-10-20,20:23,Perfume,140.88,1,140.88,Munich Store,
2023-04-28,08:50,Running Shoes,74.01,2,148.02,Guangzhou Store,
2023-10-26,13:36,Bestseller Novel,17.01,4,68.04,Osaka Store,
2023-04-19,08:11,Jeans,78.17,3,234.51,Los Angeles Store,
2023-03-18,18:14,Blender,56.84,7,397.88,Phoenix Store,
2023-08-11,19:54,Cookware Set,233.43,7,1634.01,New York Store,
2023-01-02,15:13,T-Shirt,28.68,10,286.8,Osaka Store,
2023-05-12,15:42,LEGO Set,58.73,5,293.65,Beijing Store,
2023-06-24,16:29,LEGO Set,46.55,5,232.75,Beijing Store,
2023-12-06,16:20,Skincare Set,50.02,3,150.06,Mumbai Store,
2023-05-05,12:50,Cookware Set,238.17,1,238.17,Houston Store,
2023-12-11,20:38,T-Shirt,19.46,3,58.38,Guangzhou Store,
2023-09-29,12:03,Yoga Mat,18.07,2,36.14,Houston Store,
2023-07-09,12:15,Blender,93.37,6,560.22,Phoenix Store,
2023-03-24,14:13,Organic Coffee,12.98,4,51.92,Houston Store,
2023-09-10,12:42,Perfume,140.11,10,1401.1,Tokyo Store,
2023-12-30,18:54,LEGO Set,69.65,5,348.25,Houston Store,
2023-04-25,19:03,Organic Coffee,11.35,10,113.5,New York Store,
2023-03-30,18:07,Board Game,23.3,5,116.5,Los Angeles Store,
2023-04-02,08:35,Blender,101.66,1,101.66,Shanghai Store,
2023-12-12,20:12,Yoga Mat,36.72,7,257.04,Guangzhou Store,
2023-10-28,13:42,Skincare Set,40.38,10,403.8,Shanghai Store,
2023-07-12,09:33,T-Shirt,29.5,7,206.5,Sao Paulo Store,
2023-04-18,11:32,Headphones,198.8,7,1391.6,Chicago Store,
2023-11-28,12:09,Skincare Set,65.71,3,197.13,Chicago Store,
2023-08-13,12:54,Organic Coffee,8.81,2,17.62,Phoenix Store,
2023-12-31,09:27,Bestseller Novel,14.83,9,133.47,Shanghai Store,
2023-06-09,13:44,Snack Box,6.19,7,43.33,Los Angeles Store,
2023-11-13,18:00,T-Shirt,20.3,7,142.1,Osaka Store,
2023-09-12,09:19,Smartphone,962.26,5,4811.3,Houston Store,Back to School
2023-03-03,11:37,T-Shirt,23.51,1,23.51,Sao Paulo Store,
2023-06-28,20:23,Winter Jacket,115.25,4,461.0,Los Angeles Store,
2023-02-16,18:59,Cookbook,23.22,4,92.88,New York Store,
2023-08-02,16:47,Board Game,28.74,1,28.74,Phoenix Store,
2023-09-18,09:37,Cookware Set,106.48,7,745.36,Phoenix Store,
2023-03-06,13:34,LEGO Set,67.22,8,537.76,Chicago Store,
2023-10-30,08:34,T-Shirt,11.26,7,78.82,Shanghai Store,
2023-07-20,13:23,Winter Jacket,115.27,9,1037.43,Beijing Store,
2023-06-18,20:17,Skincare Set,33.24,7,232.68,Sydney Store,Summer Sale
2023-11-23,17:10,Laptop,1354.46,10,13544.6,Shanghai Store,
2023-03-28,13:25,T-Shirt,28.71,6,172.26,Houston Store,
2023-03-31,15:48,Skincare Set,52.98,6,317.88,Shanghai Store,
2023-09-05,15:38,Running Shoes,68.9,3,206.7,Phoenix Store,
2023-11-10,08:19,Headphones,298.06,2,596.12,Mumbai Store,
2023-09-19,20:18,Winter Jacket,138.71,7,970.97,Melbourne Store,
2023-04-23,16:19,Blender,57.01,4,228.04,Los Angeles Store,
2023-05-09,19:51,Organic Coffee,12.52,6,75.12,Tokyo Store,
2023-04-28,13:10,Yoga Mat,26.49,10,264.9,Beijing Store,
2023-10-27,19:40,Skincare Set,57.55,3,172.65,Los Angeles Store,
2023-11-19,20:17,Cookware Set,105.92,3,317.76,Tokyo Store,
2023-03-28,18:02,LEGO Set,42.02,3,126.06,Phoenix Store,
2023-07-27,08:02,Yoga Mat,31.73,7,222.11,Los Angeles Store,
2023-12-20,12:43,Board Game,42.44,8,339.52,Tokyo Store,
2023-10-21,09:10,Perfume,137.43,3,412.29,Shanghai Store,
2023-03-06,09:56,Snack Box,9.09,6,54.54,Beijing Store,
2023-01-31,09:09,LEGO Set,81.74,8,653.92,Manchester Store,
2023-03-27,13:51,Laptop,1624.69,3,4874.07,Cape Town Store,
2023-12-20,09:49,Skincare Set,75.63,3,226.89,Guangzhou Store,Holiday Special
2023-02-24,15:08,Bestseller Novel,10.27,4,41.08,Beijing Store,
2023-06-21,12:14,Board Game,40.67,10,406.7,New York Store,
2023-05-12,16:53,Board Game,48.29,1,48.29,Beijing Store,
2023-02-06,17:18,T-Shirt,23.45,2,46.9,Delhi Store,
2023-03-03,08:14,Cookbook,22.44,1,22.44,Hamburg Store,
2023-12-07,09:41,Smartphone,811.43,8,6491.44,Beijing Store,
2023-01-29,17:51,Organic Coffee,9.47,10,94.7,Chicago Store,
2023-03-14,10:40,Running Shoes,100.9,4,403.6,Mumbai Store,
2023-01-10,18:10,Yoga Mat,25.53,3,76.59,Chicago Store,
2023-07-08,13:31,Organic Coffee,8.12,10,81.2,Houston Store,
2023-09-10,13:17,T-Shirt,16.9,8,135.2,Phoenix Store,Back to School
2023-06-30,11:35,Yoga Mat,25.87,9,232.83,Tokyo Store,
2023-07-09,13:05,Organic Coffee,8.71,10,87.1,Los Angeles Store,
2023-05-01,19:25,T-Shirt,18.94,3,56.82,Chicago Store,
2023-03-22,08:27,Bestseller Novel,23.01,3,69.03,Rio de Janeiro Store,
2023-01-23,17:36,Skincare Set,31.84,5,159.2,Guangzhou Store,
2023-02-17,16:28,Jeans,65.58,10,655.8,Mumbai Store,
2023-11-19,19:15,Cookware Set,202.7,7,1418.9,Munich Store,
2023-05-25,11:50,Running Shoes,99.42,2,198.84,Osaka Store,
2023-07-05,20:08,Cookbook,27.31,2,54.62,Tokyo Store,
2023-12-07,12:53,Organic Coffee,12.89,4,51.56,Shanghai Store,
2023-10-12,12:38,Winter Jacket,126.9,9,1142.1,Osaka Store,
2023-07-01,09:02,Yoga Mat,19.42,8,155.36,Sao Paulo Store,
2023-08-15,11:58,Board Game,37.45,4,149.8,Manchester Store,Back to School
2023-06-04,17:14,Yoga Mat,17.58,9,158.22,New York Store,
2023-11-18,09:25,T-Shirt,14.37,7,100.59,Houston Store,
2023-05-28,16:55,Snack Box,5.45,6,32.7,Shanghai Store,
2023-06-11,08:52,Snack Box,6.19,9,55.71,Munich Store,
2023-11-05,16:50,Perfume,77.95,4,311.8,Tokyo Store,
2023-08-03,20:18,Smartphone,547.15,2,1094.3,Beijing Store,
2023-10-14,08:36,LEGO Set,65.72,1,65.72,Shanghai Store,
2023-04-06,15:13,Smartphone,520.37,7,3642.59,Guangzhou Store,
2023-06-15,10:08,Laptop,964.26,1,964.26,Delhi Store,
2023-01-24,08:02,Cookware Set,236.75,7,1657.25,Guangzhou Store,
2023-05-09,19:45,Headphones,265.5,4,1062.0,Guangzhou Store,
2023-04-06,12:37,Perfume,113.86,7,797.02,New York Store,
2023-04-10,10:32,T-Shirt,23.62,8,188.96,Phoenix Store,
2023-12-04,20:08,Winter Jacket,111.04,9,999.36,New York Store,
2023-11-27,10:25,Skincare Set,54.68,3,164.04,Manchester Store,10% off Black Friday
2023-09-30,09:11,Yoga Mat,37.55,6,225.3,Delhi Store,
2023-10-28,10:38,Snack Box,7.35,6,44.1,Delhi Store,
2023-10-04,09:12,Yoga Mat,18.05,3,54.15,Los Angeles Store,
2023-08-06,17:51,Headphones,78.78,5,393.9,Delhi Store,
2023-08-25,08:32,Cookbook,30.83,4,123.32,Guangzhou Store,
2023-08-14,16:52,Organic Coffee,8.64,5,43.2,Rio de Janeiro Store,
2023-06-06,20:40,Cookbook,26.94,5,134.7,London Store,
2023-01-16,17:50,Bestseller Novel,22.01,4,88.04,Shanghai Store,
2023-08-07,15:13,Blender,95.33,1,95.33,Los Angeles Store,
2023-05-11,19:24,Blender,81.64,5,408.2,Los Angeles Store,
2023-08-20,10:09,T-Shirt,21.48,10,214.8,Phoenix Store,
2023-03-12,20:52,Winter Jacket,143.32,3,429.96,Los Angeles Store,
2023-07-22,09:47,Snack Box,7.47,7,52.29,Mumbai Store,
2023-12-25,20:40,Yoga Mat,33.6,9,302.4,Sydney Store,
2023-10-21,10:10,Blender,53.01,3,159.03,Beijing Store,
2023-10-17,17:05,Perfume,67.26,3,201.78,Shanghai Store,
2023-01-05,14:59,Headphones,197.06,7,1379.42,Houston Store,
2023-01-12,13:38,Yoga Mat,31.07,6,186.42,Shanghai Store,
2023-11-07,09:34,Skincare Set,75.29,7,527.03,Los Angeles Store,
2023-05-27,11:27,Laptop,1766.87,10,17668.7,Guangzhou Store,
2023-09-19,15:47,Running Shoes,68.38,3,205.14,Guangzhou Store,
2023-03-04,09:16,Snack Box,7.79,8,62.32,Chicago Store,
2023-07-18,14:13,Board Game,31.97,8,255.76,Shanghai Store,
2023-07-14,09:05,Winter Jacket,98.29,10,982.9,Rio de Janeiro Store,
2023-08-20,13:01,Perfume,58.69,10,586.9,London Store,
2023-10-01,20:53,Snack Box,9.1,8,72.8,New York Store,
2023-08-17,08:05,Winter Jacket,82.02,10,820.2,Phoenix Store,
2023-05-23,17:15,Blender,52.24,3,156.72,Sao Paulo Store,
2023-03-05,08:12,Yoga Mat,30.83,7,215.81,Guangzhou Store,
2023-04-11,20:16,Smartphone,842.46,4,3369.84,Guangzhou Store,
2023-06-10,10:24,Snack Box,9.22,1,9.22,Guangzhou Store,
2023-01-18,11:52,Organic Coffee,12.59,10,125.9,New York Store,
2023-07-21,09:17,Snack Box,5.02,3,15.06,Houston Store,
2023-04-11,11:17,T-Shirt,27.7,1,27.7,Phoenix Store,
2023-08-26,19:07,Yoga Mat,23.43,8,187.44,Delhi Store,Back to School
2023-05-17,15:10,Skincare Set,76.9,1,76.9,Los Angeles Store,
2023-05-10,12:17,Organic Coffee,14.88,4,59.52,New York Store,
2023-02-26,17:21,Board Game,39.33,3,117.99,Munich Store,
2023-11-07,11:35,Winter Jacket,109.58,8,876.64,Shanghai Store,
2023-07-02,09:25,Organic Coffee,8.83,5,44.15,Rio de Janeiro Store,
2023-10-02,12:14,Smartphone,523.74,2,1047.48,Berlin Store,
2023-01-12,14:12,Snack Box,7.6,8,60.8,Sao Paulo Store,
2023-03-17,10:00,Perfume,74.22,4,296.88,Guangzhou Store,
2023-10-01,09:59,Bestseller Novel,12.78,9,115.02,Edinburgh Store,
2023-03-11,14:27,Snack Box,5.98,4,23.92,Tokyo Store,
2023-10-30,10:48,Headphones,264.32,4,1057.28,Shanghai Store,
2023-03-05,08:37,Snack Box,7.91,1,7.91,New York Store,
2023-03-05,14:58,LEGO Set,70.97,9,638.73,Hamburg Store,
2023-08-19,08:52,Cookbook,31.71,4,126.84,Guangzhou Store,
2023-05-21,15:50,Yoga Mat,33.49,5,167.45,Sydney Store,
2023-01-29,18:16,LEGO Set,47.88,8,383.04,Beijing Store,
2023-04-20,11:17,Headphones,211.03,10,2110.3,Munich Store,
2023-07-08,08:10,Board Game,22.27,4,89.08,Cape Town Store,
2023-07-27,18:03,Jeans,57.71,2,115.42,Beijing Store,
2023-05-31,18:08,Blender,75.47,8,603.76,Sao Paulo Store,
2023-11-28,13:53,Perfume,107.34,2,214.68,Shanghai Store,
2023-02-13,16:38,Yoga Mat,28.58,5,142.9,Phoenix Store,
2023-01-17,10:18,Headphones,261.69,3,785.07,New York Store,
2023-09-02,18:37,Bestseller Novel,17.44,5,87.2,Phoenix Store,Back to School
2023-04-16,20:22,Skincare Set,52.26,8,418.08,New York Store,
2023-06-07,11:53,Cookware Set,245.28,6,1471.68,Shanghai Store,
2023-01-04,20:11,T-Shirt,17.6,6,105.6,Shanghai Store,
2023-05-10,19:43,Headphones,83.23,8,665.84,Chicago Store,
2023-05-11,19:49,Organic Coffee,11.7,2,23.4,New York Store,
2023-07-21,17:16,Cookbook,20.89,2,41.78,Houston Store,
2023-07-10,09:59,T-Shirt,24.77,6,148.62,New York Store,
2023-01-31,16:07,Bestseller Novel,15.51,1,15.51,Beijing Store,
2023-05-03,08:14,Headphones,283.41,2,566.82,Guangzhou Store,
2023-06-29,14:27,Yoga Mat,17.94,3,53.82,Chicago Store,
2023-09-16,15:15,Snack Box,9.48,8,75.84,Sydney Store,
2023-05-20,13:18,Running Shoes,100.56,2,201.12,New York Store,
2023-10-08,18:42,Organic Coffee,10.58,9,95.22,Beijing Store,
2023-07-25,17:44,Jeans,79.31,9,713.79,Shanghai Store,
2023-02-11,11:10,Cookware Set,215.06,8,1720.48,Berlin Store,
2023-03-30,09:49,Perfume,102.41,3,307.23,New York Store,
2023-04-25,10:19,Blender,102.14,1,102.14,Mumbai Store,
2023-10-21,18:48,Board Game,20.7,5,103.5,Chicago Store,
2023-11-15,20:34,Snack Box,7.06,5,35.3,Shanghai Store,
2023-08-17,20:26,Jeans,63.27,5,316.35,Houston Store,
2023-03-25,15:17,Perfume,116.16,6,696.96,Shanghai Store,
2023-01-18,09:13,Smartphone,509.8,1,509.8,Los Angeles Store,
2023-04-08,17:19,Smartphone,751.23,9,6761.07,Delhi Store,
